,name,language,activity,developer_count,issue_comment,open_issue,open_pull,pull_review_comment,merge_pull,pull_commits,pull_additions,pull_deletions
1,BrianBeeler/cmp-databinding-assignment-start,TypeScript,4.69,1,1,0,7,0,0,0,0,0
2,adekau/blacklion,TSQL,4.69,1,1,0,7,0,0,0,0,0
3,eryzerz/RentRoom,TypeScript,4.69,1,1,0,7,0,0,0,0,0
4,tiagokihara/Financeiro,Java,4.0,1,1,0,5,0,0,0,0,0
5,GanAiXia/react-redux,JavaScript,4.0,1,1,0,5,0,0,0,0,0
