,actor_id,time_zone
234,5640,6
235,5726,-8
236,5750,3
237,5778,-3
238,5810,-8
239,5865,-4
240,5978,-8
241,6027,-8
242,6163,-4
243,6180,-8
244,6193,-2
245,6269,-3
246,6292,-8
247,6338,6
248,6413,-8
249,6473,-8
250,6508,-8
251,6528,-2
252,6642,-8
253,6753,-8
254,6843,-8
255,6915,-6
256,6916,-3
257,6941,-8
258,6942,-8
259,7001,-8
260,7042,-8
261,7065,-8
262,7074,-4
263,7156,-2
264,7167,3
265,7171,-8
266,7241,-2
267,7265,-4
268,7371,-8
269,7396,-3
270,7469,-3
271,7477,4
272,7529,-2
273,7553,-3
274,7574,5
275,7607,-4
276,7641,5
277,7659,-8
278,7718,-1
279,7736,-2
280,7740,-8
281,7757,-8
282,7821,-8
283,7911,-3
284,7923,-8
285,7935,-8
286,7944,-8
287,7986,-4
288,8034,-8
289,8048,-5
290,8052,-3
291,8207,3
292,8210,-8
293,8460,-8
294,8558,-1
295,8625,-4
296,8635,-8
297,8651,-2
298,8653,-8
299,8687,-1
300,8706,-3
301,8739,-3
302,8780,1
303,8799,3
304,8851,-8
305,8911,4
306,8965,-8
307,8990,-8
308,9018,-8
309,9030,-8
310,9058,7
311,9209,6
312,9213,3
313,9230,-8
314,9287,5
315,9332,-6
316,9367,4
317,9451,3
318,9541,-8
319,9582,-8
320,9599,-8
321,9611,3
322,9758,-8
323,9766,-8
324,9832,-8
325,9845,-8
326,9868,-3
327,9900,-5
328,9906,-2
329,9917,-8
330,9973,-8
331,9993,4
332,10019,-8
333,10111,-8
334,10135,-8
335,10144,-8
336,10181,3
337,10190,-4
338,10217,-2
339,10246,-2
340,10247,-3
341,10255,-5
342,10311,3
343,10401,-8
344,10508,-2
345,10544,-8
346,10598,-8
347,10602,-8
348,10621,-3
349,10666,-8
350,10675,-8
351,10699,-8
352,10738,-8
353,10764,-2
354,10806,-8
355,10812,3
356,10818,-2
357,10819,-8
358,10871,-2
359,10898,-4
360,10999,-8
361,11019,-3
362,11033,-8
363,11041,3
364,11071,-8
365,11074,2
366,11101,-4
367,11236,5
368,11238,-8
369,11287,-2
370,11307,-3
371,11348,0
372,11350,-8
373,11365,-8
374,11367,-8
375,11377,-8
376,11398,2
377,11417,-8
378,11428,-8
379,11484,-1
380,11493,-8
381,11512,-6
382,11544,-8
383,11710,-8
384,11753,-5
385,11798,5
386,11840,-8
387,11843,-1
388,11849,5
389,11857,-8
390,11865,-8
391,11869,-8
392,11875,-8
393,12163,2
394,12192,-8
395,12235,-2
396,12266,-8
397,12283,-2
398,12291,-8
399,12301,-8
400,12428,-2
401,12431,-8
402,12481,4
403,12496,3
404,12539,-8
405,12568,-3
406,12637,2
407,12642,-8
408,12717,10
409,12833,-5
410,13122,-8
411,13203,-8
412,13208,-1
413,13220,-3
414,13300,-4
415,13327,-8
416,13352,-8
417,13387,-4
418,13509,-8
419,13564,-8
420,13584,-2
421,13598,-8
422,13633,-3
423,13694,-7
424,13700,-8
425,13717,6
426,13838,-3
427,13877,-4
428,13969,-4
429,14009,-8
430,14097,5
431,14142,-8
432,14173,-8
433,14214,1
434,14294,-2
435,14350,-1
436,14369,4
437,14386,-4
438,14387,4
439,14461,3
440,14498,-8
441,14539,-2
442,14610,-3
443,14612,-8
444,14639,8
445,14649,2
446,14849,7
447,14922,-8
448,14948,-8
449,14993,-8
450,14999,-8
451,15001,3
452,15047,-8
453,15092,-8
454,15162,4
455,15182,-8
456,15233,-8
457,15271,-2
458,15360,-8
459,15487,-8
460,15530,4
461,15545,-8
462,15551,-8
463,15606,-8
464,15608,-2
465,15609,-2
466,15615,2
467,15655,-7
468,15709,4
469,15725,-8
470,15758,-8
471,15763,-8
472,15836,-4
473,15895,-8
474,15952,2
475,16191,-8
476,16212,8
477,16415,-1
478,16508,4
479,16556,-8
480,16559,-8
481,16577,-8
482,16700,-8
483,16714,4
484,16758,-8
485,16816,-8
486,16833,-8
487,16874,-4
488,16928,-8
489,16950,-8
490,17006,4
491,17011,-4
492,17034,3
493,17137,1
494,17229,-1
495,17243,-8
496,17306,7
497,17307,-8
498,17328,-8
499,17348,-8
500,17363,4
501,17382,-4
502,17390,4
503,17444,-8
504,17498,4
505,17530,-8
506,17534,2
507,17535,-8
508,17538,3
509,17561,-6
510,17565,-1
511,17607,2
512,17612,2
513,17616,-3
514,17735,-8
515,17738,4
516,17814,-8
517,17865,-8
518,17882,3
519,17892,-8
520,17945,-8
521,17980,7
522,18057,6
523,18159,2
524,18193,6
525,18297,-8
526,18299,-8
527,18357,-8
528,18515,-4
529,18516,-8
530,18544,-8
531,18653,-2
532,18676,-7
533,18677,-8
534,18808,-8
535,18920,4
536,18923,-8
537,19036,-8
538,19060,4
539,19072,-8
540,19075,-6
541,19111,3
542,19166,-8
543,19174,-8
544,19188,2
545,19217,-2
546,19243,-8
547,19258,-8
548,19299,-8
549,19324,-8
550,19335,-8
551,19339,2
552,19343,-8
553,19349,5
554,19378,-2
555,19409,-8
556,19630,-2
557,19658,-8
558,19670,-6
559,19673,-8
560,19714,-8
561,19728,-8
562,19776,-8
563,19781,4
564,19859,-8
565,19875,-4
566,19879,-1
567,19977,4
568,19982,-8
569,19999,-3
570,20041,2
571,20047,-8
572,20082,-5
573,20142,-8
574,20155,8
575,20165,-2
576,20167,-3
577,20180,-8
578,20201,-8
579,20208,-8
580,20234,-8
581,20318,-2
582,20321,-3
583,20323,-1
584,20340,-2
585,20358,3
586,20382,2
587,20440,-8
588,20474,-8
589,20511,-2
590,20568,-8
591,20569,2
592,20774,-6
593,20818,-8
594,20878,-5
595,20886,-8
596,20921,-2
597,21006,-8
598,21034,5
599,21212,-8
600,21217,5
601,21236,-8
602,21237,-5
603,21240,7
604,21339,-8
605,21414,-3
606,21536,-8
607,21592,-8
608,21600,4
609,21603,-8
610,21650,-8
611,21655,-5
612,21687,-8
613,21725,-8
614,21750,-8
615,21758,-3
616,21772,-8
617,21787,-8
618,21790,-8
619,21805,4
620,21815,-7
621,21834,-8
622,21859,-8
623,21904,1
624,21913,-6
625,21979,-8
626,22004,-5
627,22009,-8
628,22076,-8
629,22080,2
630,22091,-8
631,22109,-8
632,22116,6
633,22255,-8
634,22284,3
635,22350,-8
636,22394,-8
637,22410,4
638,22494,-8
639,22498,0
640,22534,7
641,22600,0
642,22641,-6
643,22691,-8
644,22706,4
645,22708,7
646,22759,-2
647,22783,4
648,22853,-8
649,22908,-8
650,23027,0
651,23034,-8
652,23066,-8
653,23068,3
654,23074,-1
655,23151,-8
656,23163,1
657,23248,-8
658,23288,-3
659,23291,-3
660,23304,-8
661,23417,-5
662,23459,-8
663,23469,-1
664,23493,-8
665,23610,-8
666,23648,-8
667,23651,-8
668,23697,4
669,23763,-8
670,23779,-4
671,23789,1
672,23801,-2
673,23809,-6
674,23836,-4
675,23920,-8
676,23979,4
677,24063,2
678,24086,-8
679,24142,-8
680,24260,-8
681,24282,-8
682,24296,-8
683,24359,-8
684,24378,-8
685,24420,-8
686,24519,-8
687,24532,-3
688,24568,-8
689,24643,-3
690,24696,-2
691,24700,-1
692,24747,-8
693,24796,-7
694,24827,-8
695,24919,-5
696,24925,5
697,24930,1
698,24973,-8
699,24979,-8
700,25046,-3
701,25086,-8
702,25113,-8
703,25117,2
704,25126,-2
705,25185,-1
706,25218,-8
707,25278,2
708,25395,-4
709,25424,-8
710,25432,1
711,25433,7
712,25441,-8
713,25448,-8
714,25510,-4
715,25666,0
716,25688,-11
717,25774,-8
718,25784,-8
719,25943,-8
720,25961,-3
721,25966,2
722,26024,-8
723,26102,-8
724,26195,-8
725,26336,-8
726,26408,4
727,26463,2
728,26471,-8
729,26476,-8
730,26554,-3
731,26594,4
732,26695,-8
733,26697,5
734,26721,-8
735,26739,-8
736,26752,-3
737,26967,-8
738,27006,4
739,27009,3
740,27145,-8
741,27146,-8
742,27202,-8
743,27282,-8
744,27317,2
745,27350,-8
746,27389,-8
747,27417,-8
748,27430,-8
749,27443,0
750,27447,2
751,27475,-2
752,27497,0
753,27508,-8
754,27529,-8
755,27617,-4
756,27624,-8
757,27658,-8
758,27712,-2
759,27760,-1
760,27786,-8
761,27806,3
762,27887,-3
763,27889,-8
764,27893,-8
765,27940,-3
766,27985,4
767,28003,-4
768,28005,-4
769,28120,4
770,28173,4
771,28237,-2
772,28243,-2
773,28323,-8
774,28393,-1
775,28401,-1
776,28433,1
777,28444,-8
778,28447,-3
779,28534,-8
780,28598,2
781,28604,2
782,28612,-3
783,28623,-8
784,28627,-8
785,28652,3
786,28673,-8
787,28710,-5
788,28734,-3
789,28739,-8
790,28787,-8
791,28797,8
792,28851,2
793,28969,-8
794,28991,-1
795,29122,0
796,29195,-8
797,29282,-8
798,29363,-8
799,29376,3
800,29457,-1
801,29482,-8
802,29585,5
803,29596,-8
804,29597,-8
805,29690,-8
806,29770,-8
807,29839,-8
808,29850,4
809,29852,-5
810,29860,0
811,30010,-4
812,30030,-8
813,30094,-2
814,30115,-4
815,30140,-8
816,30147,-3
817,30171,4
818,30216,-8
819,30227,-8
820,30236,2
821,30298,-8
822,30353,-8
823,30420,-8
824,30430,-8
825,30491,-1
826,30503,-8
827,30594,-4
828,30595,3
829,30607,-8
830,30665,-2
831,30682,0
832,30699,5
833,30707,6
834,30733,-8
835,30848,-5
836,30851,-8
837,30938,-8
838,30968,9
839,30984,-3
840,31139,-6
841,31331,-8
842,31516,-8
843,31533,-8
844,31617,-4
845,31669,1
846,31692,-3
847,31727,-8
848,31774,6
849,31789,2
850,31809,-2
851,31837,-5
852,31852,-8
853,31890,3
854,31896,2
855,31954,-8
856,31973,-3
857,31996,-8
858,32125,2
859,32212,-8
860,32314,5
861,32321,-8
862,32344,-8
863,32369,4
864,32407,-8
865,32483,5
866,32513,-8
867,32717,2
868,32885,2
869,32920,2
870,32968,-4
871,33121,3
872,33135,-3
873,33231,-2
874,33324,-8
875,33430,-8
876,33538,-2
877,33544,5
878,33620,-2
879,33697,4
880,33762,4
881,33829,-8
882,33837,-3
883,33993,-2
884,34129,5
885,34132,-8
886,34150,-2
887,34246,-4
888,34317,-8
889,34538,-5
890,34539,7
891,34673,-8
892,34680,1
893,34687,0
894,34695,-8
895,34725,-8
896,34726,2
897,34967,-3
898,35046,-4
899,35047,-8
900,35067,3
901,35088,-8
902,35128,-8
903,35156,-8
904,35194,-1
905,35293,-8
906,35346,-7
907,35642,-8
908,35755,4
909,35768,-8
910,35872,3
911,35882,-8
912,35996,3
913,36107,-8
914,36158,-2
915,36162,-1
916,36186,5
917,36227,4
918,36278,-8
919,36392,-8
920,36426,-8
921,36432,0
922,36445,-1
923,36491,-8
924,36517,-8
925,36560,6
926,36638,-4
927,36793,-8
928,36822,-8
929,36851,5
930,37163,-3
931,37345,-8
932,37363,-4
933,37418,-4
934,37492,-8
935,37623,3
936,38054,-4
937,38065,-8
938,38109,3
939,38218,-2
940,38221,4
941,38223,-8
942,38268,-3
943,38294,-8
944,38349,-8
945,38384,3
946,38393,1
947,38406,3
948,38454,-6
949,38532,-8
950,38700,-2
951,38731,-2
952,38737,-6
953,38758,-5
954,38760,-8
955,38784,1
956,38810,-8
957,38863,-3
958,38929,-5
959,38969,-8
960,39187,3
961,39191,-8
962,39340,5
963,39342,-8
964,39355,1
965,39391,-1
966,39462,2
967,39469,4
968,39516,-8
969,39613,-8
970,39654,1
971,39698,-8
972,39796,-8
973,39802,-8
974,39825,-8
975,39852,-8
976,39854,-8
977,39889,-8
978,39937,-8
979,39946,6
980,39992,-8
981,40000,-8
982,40213,-4
983,40265,5
984,40266,-8
985,40298,-8
986,40415,5
987,40426,4
988,40449,-8
989,40496,-3
990,40610,-8
991,40650,2
992,40774,-2
993,40786,-2
994,40799,-8
995,40815,-3
996,40820,-8
997,40890,-8
998,40906,-8
999,41004,-8
1000,41094,-8
1001,41100,4
1002,41143,-8
1003,41152,-8
1004,41181,6
1005,41240,-5
1006,41495,-8
1007,41563,-8
1008,41567,-8
1009,41597,-3
1010,41628,-4
1011,41702,5
1012,41730,2
1013,41734,-8
1014,41759,6
1015,41767,-8
1016,41809,-8
1017,41815,2
1018,41870,-3
1019,41906,-8
1020,41929,-3
1021,41963,-2
1022,42057,-6
1023,42080,-8
1024,42124,-8
1025,42201,-8
1026,42211,-8
1027,42214,3
1028,42217,7
1029,42327,-8
1030,42339,5
1031,42341,-2
1032,42573,-2
1033,42598,-1
1034,42626,-4
1035,42668,-8
1036,42678,-1
1037,42716,-8
1038,42750,-8
1039,42831,-8
1040,42839,-2
1041,42865,-8
1042,42868,-3
1043,42902,-8
1044,42977,-3
1045,43028,-8
1046,43051,7
1047,43053,-3
1048,43061,3
1049,43198,2
1050,43234,-8
1051,43241,7
1052,43280,-8
1053,43312,0
1054,43347,-4
1055,43356,-8
1056,43373,-3
1057,43388,5
1058,43429,5
1059,43432,-3
1060,43438,-8
1061,43489,-4
1062,43494,-3
1063,43523,-1
1064,43639,2
1065,43662,8
1066,43699,-8
1067,43726,-3
1068,43780,-8
1069,43821,3
1070,43848,-4
1071,43867,8
1072,43875,6
1073,43877,-4
1074,43951,-3
1075,44005,4
1076,44069,-8
1077,44085,7
1078,44090,-8
1079,44136,-2
1080,44148,-8
1081,44164,-8
1082,44215,2
1083,44281,-3
1084,44319,-8
1085,44385,-8
1086,44390,5
1087,44410,2
1088,44649,-2
1089,44725,-8
1090,44789,-2
1091,44879,6
1092,44891,2
1093,44962,5
1094,45071,-8
1095,45143,-8
1096,45363,4
1097,45380,-8
1098,45416,5
1099,45447,3
1100,45469,-8
1101,45482,2
1102,45554,-6
1103,45598,-8
1104,45670,-8
1105,45729,-8
1106,45731,-8
1107,45735,-8
1108,45806,-8
1109,45821,-3
1110,45868,-8
1111,45921,-3
1112,45925,-8
1113,45967,-4
1114,46083,-3
1115,46134,-8
1116,46186,-8
1117,46198,-3
1118,46207,-8
1119,46209,-8
1120,46231,-2
1121,46275,5
1122,46296,4
1123,46432,3
1124,46511,-3
1125,46565,2
1126,46604,3
1127,46655,5
1128,46711,-8
1129,46725,6
1130,46740,-8
1131,46779,-3
1132,46866,7
1133,46896,-2
1134,46943,6
1135,46959,-8
1136,46970,6
1137,47026,-4
1138,47107,-1
1139,47108,3
1140,47137,5
1141,47216,4
1142,47262,-8
1143,47291,-3
1144,47294,-3
1145,47312,-1
1146,47313,-8
1147,47353,-3
1148,47380,-3
1149,47391,-8
1150,47395,4
1151,47439,-8
1152,47524,-5
1153,47542,-8
1154,47647,-6
1155,47721,-8
1156,47762,5
1157,47771,-8
1158,47792,-8
1159,47802,-8
1160,47818,3
1161,47842,-8
1162,47844,-8
1163,47848,4
1164,47889,-8
1165,47946,-6
1166,47992,6
1167,48070,-4
1168,48100,6
1169,48161,3
1170,48200,-8
1171,48206,-6
1172,48240,-2
1173,48364,5
1174,48398,5
1175,48503,-8
1176,48578,-4
1177,48666,8
1178,48740,-8
1179,48745,-2
1180,48793,-4
1181,48801,-8
1182,48833,-8
1183,48871,-1
1184,48894,5
1185,48918,-8
1186,48936,-5
1187,48997,4
1188,49014,-8
1189,49024,0
1190,49032,-8
1191,49038,-8
1192,49074,-3
1193,49093,1
1194,49258,5
1195,49379,-8
1196,49398,-4
1197,49415,-8
1198,49511,4
1199,49535,7
1200,49545,5
1201,49612,-1
1202,49649,3
1203,49683,2
1204,49689,-2
1205,49749,-3
1206,49752,-4
1207,49754,-8
1208,49856,7
1209,49875,0
1210,49902,-8
1211,49927,-2
1212,50002,3
1213,50003,-8
1214,50019,-5
1215,50076,5
1216,50109,2
1217,50130,-8
1218,50187,-3
1219,50212,-8
1220,50245,4
1221,50259,-8
1222,50378,2
1223,50398,-5
1224,50456,5
1225,50459,-5
1226,50527,-8
1227,50537,-1
1228,50611,-8
1229,50636,-8
1230,50663,-5
1231,50729,-8
1232,50741,-8
1233,50745,-8
1234,50754,-8
1235,50777,-8
1236,50812,2
1237,50838,-8
1238,50872,-4
1239,50879,-8
1240,50891,-8
1241,51016,1
1242,51020,6
1243,51061,-8
1244,51073,-6
1245,51077,-3
1246,51083,-3
1247,51087,-8
1248,51095,-5
1249,51104,-8
1250,51115,-2
1251,51133,-3
1252,51171,-4
1253,51207,2
1254,51265,2
1255,51356,-5
1256,51458,2
1257,51479,-8
1258,51528,3
1259,51573,-5
1260,51633,5
1261,51669,-4
1262,51677,-3
1263,51689,-8
1264,51892,-8
1265,51931,4
1266,51940,-4
1267,51996,3
1268,52097,0
1269,52113,-3
1270,52120,4
1271,52195,-8
1272,52200,-8
1273,52201,-8
1274,52302,-8
1275,52304,-8
1276,52311,-8
1277,52399,-4
1278,52489,-8
1279,52528,3
1280,52594,-8
1281,52642,-8
1282,52645,-8
1283,52649,7
1284,52664,-8
1285,52673,-8
1286,52799,-4
1287,52813,-3
1288,52824,-3
1289,52851,-8
1290,52852,5
1291,52934,-5
1292,52939,-8
1293,53023,6
1294,53059,-2
1295,53164,-8
1296,53172,-1
1297,53277,-8
1298,53281,-8
1299,53283,-5
1300,53465,4
1301,53640,-2
1302,53657,-3
1303,53705,-1
1304,53795,-8
1305,53797,-4
1306,53798,2
1307,53814,2
1308,53846,1
1309,53900,-8
1310,53918,-8
1311,53972,-8
1312,54035,-8
1313,54119,-8
1314,54128,-8
1315,54129,-8
1316,54133,-8
1317,54208,-8
1318,54219,-7
1319,54385,-8
1320,54418,1
1321,54447,-8
1322,54458,-8
1323,54473,-8
1324,54666,-8
1325,54771,-8
1326,54773,6
1327,54840,-8
1328,54884,-8
1329,54900,-5
1330,55065,5
1331,55078,-1
1332,55154,-6
1333,55195,-2
1334,55211,-2
1335,55238,-8
1336,55264,3
1337,55319,3
1338,55398,5
1339,55434,5
1340,55449,-8
1341,55506,-3
1342,55603,4
1343,55676,-8
1344,55701,-3
1345,55829,-8
1346,55833,-4
1347,55871,-8
1348,55890,-1
1349,55979,-8
1350,55986,-8
1351,56010,-8
1352,56055,5
1353,56061,6
1354,56100,-8
1355,56189,-8
1356,56195,-8
1357,56223,-4
1358,56241,-8
1359,56250,1
1360,56359,-8
1361,56443,0
1362,56520,5
1363,56541,6
1364,56591,-8
1365,56631,-8
1366,56682,2
1367,56696,-3
1368,56747,-8
1369,56750,-5
1370,56763,-4
1371,56767,-8
1372,56778,-5
1373,56779,-4
1374,56827,-4
1375,56868,-3
1376,56894,1
1377,56996,-8
1378,57075,-8
1379,57114,-8
1380,57148,-1
1381,57206,-3
1382,57207,-8
1383,57224,-8
1384,57275,-4
1385,57368,-8
1386,57396,-3
1387,57403,-8
1388,57436,-3
1389,57446,-4
1390,57483,-8
1391,57538,-8
1392,57567,-8
1393,57596,-8
1394,57640,7
1395,57655,0
1396,57716,2
1397,57881,-1
1398,57929,-3
1399,57982,-8
1400,58055,1
1401,58244,3
1402,58298,5
1403,58342,-8
1404,58519,-8
1405,58601,-4
1406,58614,-3
1407,58669,-6
1408,58824,-8
1409,58855,-1
1410,58862,-6
1411,58871,-2
1412,58894,-5
1413,58951,-3
1414,58962,3
1415,58970,5
1416,58971,-2
1417,59071,-8
1418,59080,-5
1419,59090,-8
1420,59118,-8
1421,59130,-8
1422,59132,-2
1423,59200,-8
1424,59292,-8
1425,59300,-2
1426,59507,1
1427,59514,-6
1428,59531,4
1429,59547,-2
1430,59577,-8
1431,59594,6
1432,59598,0
1433,59612,6
1434,59632,-8
1435,59671,-8
1436,59683,-8
1437,59744,2
1438,59893,-8
1439,59928,-8
1440,59968,10
1441,59994,6
1442,60035,-3
1443,60136,-2
1444,60195,-8
1445,60326,5
1446,60377,4
1447,60503,-4
1448,60593,-8
1449,60622,4
1450,60666,-8
1451,60706,-3
1452,60754,-8
1453,60773,-3
1454,60868,-5
1455,60921,-5
1456,60961,2
1457,60979,4
1458,61075,1
1459,61096,-8
1460,61099,0
1461,61129,4
1462,61148,-8
1463,61190,0
1464,61285,-2
1465,61325,-2
1466,61341,-2
1467,61345,1
1468,61543,-6
1469,61575,-5
1470,61601,1
1471,61612,4
1472,61657,2
1473,61764,-8
1474,61869,-8
1475,61944,-5
1476,61977,-8
1477,62033,-3
1478,62242,0
1479,62246,-8
1480,62313,-8
1481,62316,-5
1482,62333,-6
1483,62356,1
1484,62445,-4
1485,62450,-5
1486,62500,-8
1487,62547,-8
1488,62736,-8
1489,62842,-1
1490,62857,-8
1491,62937,-5
1492,62953,-2
1493,62991,2
1494,63014,-8
1495,63131,0
1496,63286,-8
1497,63311,4
1498,63430,-8
1499,63495,-4
1500,63500,-8
1501,63502,3
1502,63545,3
1503,63648,6
1504,63741,3
1505,63777,-8
1506,63876,-3
1507,63922,-8
1508,63959,-4
1509,64050,-8
1510,64103,-2
1511,64129,-8
1512,64143,-5
1513,64215,-8
1514,64258,-8
1515,64276,-8
1516,64280,-3
1517,64329,-5
1518,64334,-8
1519,64367,-8
1520,64669,-8
1521,64686,-6
1522,64687,-4
1523,64734,-8
1524,64745,-4
1525,64804,-8
1526,64816,-8
1527,64996,-8
1528,65043,-8
1529,65181,-8
1530,65315,7
1531,65520,-4
1532,65531,-8
1533,65551,-8
1534,65608,-8
1535,65614,3
1536,65632,-2
1537,65675,-8
1538,65736,-7
1539,65852,-5
1540,65864,-8
1541,65870,-6
1542,65952,-8
1543,66230,-4
1544,66249,0
1545,66357,-6
1546,66436,-3
1547,66448,-2
1548,66486,-8
1549,66491,-3
1550,66555,-5
1551,66577,-8
1552,66612,-8
1553,66626,-8
1554,66798,-8
1555,66961,-1
1556,66972,-3
1557,67036,2
1558,67049,0
1559,67096,2
1560,67124,-3
1561,67130,-8
1562,67169,4
1563,67258,1
1564,67276,-8
1565,67283,-8
1566,67381,-3
1567,67427,-8
1568,67428,-2
1569,67430,-8
1570,67436,0
1571,67471,-5
1572,67496,4
1573,67506,4
1574,67512,-8
1575,67554,-8
1576,67586,3
1577,67605,-3
1578,67612,-3
1579,67641,-8
1580,67725,-8
1581,67737,-8
1582,67901,-3
1583,67958,4
1584,67984,6
1585,68024,-3
1586,68032,-8
1587,68057,-8
1588,68102,0
1589,68416,-8
1590,68551,-3
1591,68693,-3
1592,68855,-8
1593,68940,-8
1594,69167,-8
1595,69519,-8
1596,69717,-8
1597,69755,-8
1598,69803,-3
1599,69878,-8
1600,69960,-8
1601,70062,-8
1602,70067,-4
1603,70110,-3
1604,70239,-8
1605,70274,-8
1606,70280,-2
1607,70293,-8
1608,70376,-5
1609,70381,-8
1610,70410,-8
1611,70426,-2
1612,70481,-8
1613,70496,-3
1614,70736,-8
1615,70800,-8
1616,70829,-8
1617,70865,1
1618,70921,-4
1619,71008,-8
1620,71047,-8
1621,71181,-8
1622,71236,6
1623,71256,-8
1624,71468,-5
1625,71486,-8
1626,71657,-8
1627,71670,-8
1628,71733,-4
1629,71768,-3
1630,71847,3
1631,71928,2
1632,71950,-3
1633,71978,-8
1634,71990,7
1635,72016,3
1636,72049,-8
1637,72053,-8
1638,72159,-1
1639,72164,1
1640,72280,-3
1641,72570,-1
1642,72572,-8
1643,72603,-8
1644,72623,-8
1645,72675,-8
1646,72749,-3
1647,72777,-4
1648,72933,-2
1649,72936,-2
1650,72940,-8
1651,72989,-8
1652,73019,3
1653,73041,-2
1654,73091,-5
1655,73152,-8
1656,73197,3
1657,73365,4
1658,73386,3
1659,73399,6
1660,73419,-2
1661,73432,6
1662,73450,6
1663,73479,5
1664,73480,3
1665,73573,-4
1666,73579,-8
1667,73652,-2
1668,73684,-8
1669,73713,-8
1670,73749,5
1671,73767,5
1672,73801,-6
1673,73824,4
1674,73866,3
1675,73870,3
1676,73924,-8
1677,73966,-8
1678,73973,-8
1679,74178,4
1680,74358,-8
1681,74381,-8
1682,74384,-8
1683,74385,-8
1684,74450,-8
1685,74510,-3
1686,74571,-8
1687,74687,-8
1688,74692,5
1689,74840,-8
1690,74928,-8
1691,75011,4
1692,75067,-8
1693,75127,-3
1694,75155,-4
1695,75184,2
1696,75235,-2
1697,75278,-8
1698,75338,-8
1699,75389,-8
1700,75390,-4
1701,75403,-3
1702,75423,-4
1703,75427,-1
1704,75446,-2
1705,75448,-8
1706,75470,2
1707,75517,-2
1708,75586,-5
1709,75597,-8
1710,75783,-3
1711,75886,-8
1712,75894,-8
1713,75968,-8
1714,76071,-8
1715,76095,-8
1716,76245,-4
1717,76308,5
1718,76330,-3
1719,76371,3
1720,76526,-8
